category_list,funding_total_usd,country_code,funding_rounds,Num_of_investor,funding_duration,first_funding_at_UTC,last_funding_at_UTC,label
Consumer Internet|Market Research,1000000.0,GBR,1,1,0,16723,16723,0
Enterprise Software,71100000.0,USA,4,4,1867,13757,15624,0
Network Security,8000000.0,USA,1,1,0,16541,16541,0
Digital Media|News|Social Media|Video,4099999.0,USA,1,5,0,16408,16408,0
Semiconductors,3409172.0,CHE,5,6,1510,14903,16413,0
Travel,10877666.0,GBR,1,1,0,14952,14952,0
SEO|Software,27200000.0,USA,4,16,1594,13176,14770,1
Enterprise Software|PaaS|Personalization,2000000.0,USA,1,8,0,16106,16106,0
Hardware + Software,18000000.0,USA,2,10,140,13326,13466,0
Diagnostics|Health and Wellness|Health Care Information Technology|Healthcare Services|Software,16000000.0,SGP,2,4,1044,15684,16728,0
Software,10500000.0,USA,4,4,2668,12570,15238,1
Software,1100000.0,USA,1,1,0,16105,16105,0
Biotechnology,180500000.0,USA,6,16,2904,13621,16525,1
E-Commerce,21000000.0,IND,1,3,0,16175,16175,0
Marketplaces|Outdoors|Travel,25000.0,USA,1,1,0,16273,16273,0
Real Estate,141750000.0,USA,3,2,565,15569,16134,0
Auctions|E-Commerce,95648700.0,DEU,4,26,1155,15369,16524,0
Curated Web,2500000.0,USA,1,2,0,12220,12220,1
E-Commerce,2400000.0,USA,1,1,0,13573,13573,0
Auctions|Nonprofits,5500000.0,USA,1,2,0,13417,13417,1
Auctions|Curated Web|E-Commerce,400000.0,USA,2,3,0,13514,13514,1
Curated Web,163406.0,GBR,1,1,0,15195,15195,0
Audio|Mobile|Project Management|Social Media|Startups|Twitter Applications,43000.0,USA,1,1,0,16331,16331,0
Health and Wellness|Health Care|Technology,55894778.0,USA,3,1,880,15219,16099,0
Hardware + Software,3030000.0,FRA,1,2,0,13504,13504,0
Biotechnology,137500000.0,USA,3,21,817,15904,16721,0
Audio|Blogging Platforms|Browser Extensions|Mobile|Web CMS|Web Design,12160.0,GBR,2,1,93,15811,15904,0
Software,1280000.0,USA,1,2,0,14480,14480,0
Semiconductors,15000000.0,SGP,1,4,0,14276,14276,1
Analytics|Big Data|Enterprise Software|SaaS,2783000.0,USA,4,5,1611,14895,16506,0
Crowdfunding|Distribution|Events|Film|Fitness|Health and Wellness|Internet|Marketplaces|Music|Nonprofits|Sales and Marketing|Social Fundraising|Social Network Media|Sports|Ventures for Good,20000.0,USA,1,2,0,16467,16467,0
Ad Targeting|Advertising|Advertising Platforms|Databases|Digital Media|Marketplaces,56546875.0,USA,4,8,2671,13134,15805,0
Web Hosting,7710000.0,AUS,2,5,590,14040,14630,0
Home Automation,1511444.0,GBR,1,1,0,16180,16180,0
Audio|Games|Music,470945.0,GBR,4,1,4387,11526,15913,0
Business Services,15000000.0,USA,1,3,0,12131,12131,1
Internet|Marketplaces|Software,40000.0,USA,1,1,0,15190,15190,0
Guides|Travel & Tourism,400000.0,IND,1,2,0,16119,16119,0
Music,400000.0,USA,1,2,0,15903,15903,0
Software,8771500.0,USA,5,3,631,15931,16562,1
Artists Globally|Audio|Games|Music,1250000.0,USA,2,3,834,14172,15006,1
Biotechnology,9273777.0,NLD,1,3,0,16686,16686,0
Social Media|Startups,85000.0,USA,2,1,169,15281,15450,0
Semiconductors,4000000.0,ISR,1,2,0,13600,13600,0
Real Time|Software|Speech Recognition,1499800.0,USA,2,4,92,15522,15614,0
Mobile,257626.0,ESP,2,4,260,15796,16056,0
Media|Music|Technology,3482300.0,USA,4,2,1948,13879,15827,0
Travel & Tourism,277967.02128849697,POL,2,1,675,16028,16703,0
Messaging,5530000.0,FRA,1,2,0,14797,14797,0
Security,955922.0,PRT,1,1,0,16045,16045,0
Advertising|Monetization|Video,30426151.0,USA,4,7,1146,13852,14998,1
Audio|Semiconductors,8500000.0,GBR,1,2,0,13757,13757,0
Apps|Software,1400000.0,USA,1,2,0,16508,16508,0
Augmented Reality|Enterprise Software|Software|Wearables,2800000.0,USA,3,13,128,16203,16331,0
Health and Wellness|Health Care|Hospitals|Medical,23000000.0,USA,2,18,210,16237,16447,0
Health Care,20900000.0,USA,4,10,1826,14448,16274,0
Augmented Reality|E-Commerce|Mobile,1800000.0,FRA,2,3,394,15796,16190,0
Automotive|Communications Hardware|Mobile|Mobility,4073365.0,DEU,4,3,713,15309,16022,0
Advertising|Android|Augmented Reality|Computer Vision|Drones|Indoor Positioning|iPhone|Robotics,1500000.0,USA,3,4,763,15755,16518,0
Hardware + Software,8590000.0,USA,1,2,0,13007,13007,0
Consumers|Content|Gps|Leisure|Location Based Services|Mobile|Navigation|Outdoors|Recycling,1534897.0,GBR,4,3,2219,14426,16645,0
Automotive|Business Development|Data Visualization|Mobile|RFID|Software|Systems|Tracking,90000.0,USA,2,2,92,14184,14276,0
Aerospace|Biotechnology,40000.0,USA,1,1,0,15750,15750,0
Advertising|Cyber Security|Developer APIs|Mobile,118000.0,USA,1,1,0,15838,15838,0
Software,35224880.3659203,FRA,4,17,3692,12830,16522,0
Big Data|Enterprise Software|Health Diagnostics|Internet of Things,9000000.0,USA,2,9,324,16349,16673,0
Home Automation|Internet of Things|Security|Technology,48000000.0,USA,3,30,754,15765,16519,0
Clean Technology,96700000.0,USA,1,4,0,16079,16079,0
Security,11000000.0,IND,3,5,2145,13891,16036,0
Education|Online Education|Video,278197.0,VEN,2,2,90,16071,16161,0
Advertising,40000.0,CHL,1,1,0,15751,15751,0
Charities|Employment|Services|Software,1000000.0,USA,1,1,0,16070,16070,0
Messaging,270000.0,GBR,1,1,0,13028,13028,0
Biotechnology,33961728.0,USA,6,5,1646,14853,16499,0
Media|Mobile|Music|News,300000.0,USA,1,5,0,15418,15418,0
Curated Web,10349192.0,USA,5,6,1015,15492,16507,0
Biotechnology,40753400.0,USA,6,6,2152,14579,16731,0
Biotechnology,73331503.0,USA,8,9,3286,11960,15246,0
Analytics|Application Platforms|Insurance|Machine Learning|Predictive Analytics|Visualization,850000.0,SGP,1,1,0,16388,16388,0
Biotechnology,52000000.0,CAN,1,9,0,16125,16125,0
Health Care,60680000.0,CHE,2,5,1887,13924,15811,1
Biotechnology,184052388.0,USA,3,4,2302,14399,16701,0
Clean Technology,21000000.0,IND,1,2,0,14880,14880,0
Brewing|Craft Beer|Wine And Spirits,25000.0,USA,3,3,924,15638,16562,0
Clean Technology,101718192.0,USA,7,11,2259,13537,15796,0
Games,7660000.0,USA,2,2,252,14546,14798,0
Hardware + Software,15000000.0,USA,1,3,0,12328,12328,0
Biotechnology,560000.0,USA,1,1,0,13998,13998,0
Biotechnology,29693645.0,USA,6,4,5839,10561,16400,0
Biotechnology|Health Care,98817742.0,USA,10,13,1692,14386,16078,1
Health Care,11017736.0,NOR,3,4,547,16042,16589,0
Clean Technology|Solar,123300000.0,USA,4,12,599,13757,14356,1
Software,3770000.0,AUS,1,1,0,13819,13819,0
Analytics,8000000.0,USA,2,5,994,13084,14078,0
Consulting,3500000.0,USA,1,1,0,12957,12957,1
Games,40000.0,CHL,1,1,0,16051,16051,0
Biotechnology|Medical,2100000.0,USA,2,2,76,13732,13808,0
Clean Technology,2056426.0,USA,3,3,2390,13185,15575,0
Identity|Identity Management|Online Identity|Security|Software,11674955.0,USA,2,6,294,16330,16624,0
Information Security|Semiconductors,22900000.0,USA,2,2,836,11323,12159,1
Identity Management|Marketplaces|Mobile|Peer-to-Peer,17136.0,ISL,1,1,0,16571,16571,0
Data Security|Services|Software,27300000.0,USA,3,16,1807,10651,12458,1
Analytics|Optimization,5000000.0,USA,1,1,0,13180,13180,0
SaaS|Security,21000000.0,USA,2,10,341,13263,13604,0
Security,18722511.0,USA,4,1,1119,14463,15582,0
Enterprise Software,2500000.0,USA,1,2,0,13250,13250,0
Collaboration|Life Sciences|Publishing|Software,643000.0,USA,2,4,16,16335,16351,0
EdTech|Education|Presentations|Software,8700000.0,USA,2,1,283,13483,13766,0
Software,33000000.0,USA,2,10,1158,12626,13784,1
Internet Marketing|Search|SEO,15000.0,USA,1,1,0,14144,14144,0
EdTech|Education|Publishing|Writers,640000.0,USA,3,3,457,15614,16071,0
Collaboration|Curated Web|Presentations,5000000.0,IND,1,1,0,14958,14958,0
Information Security|Mobile Security|Security,3067000.0,USA,3,21,981,15340,16321,1
Biotechnology,29769365.0,GBR,4,7,1418,15208,16626,0
Ticketing,2400000.0,USA,1,2,0,16741,16741,0
Home & Garden|Software,10000.0,UKR,1,1,0,15628,15628,0
Cars|Consumers|Services|Trading,117600000.0,DEU,1,3,0,16552,16552,0
Automotive|Hardware,573000.0,USA,6,2,579,15431,16010,0
Automotive,3000000.0,USA,1,1,0,15817,15817,0
Android|Apps|iOS|Software,6000000.0,JPN,1,2,0,16463,16463,0
Automotive|Curated Web|Professional Services,7894342.0,DNK,2,4,620,15645,16265,0
Email,768049.0,SGP,2,1,342,16157,16499,0
Internet,33000000.0,USA,1,4,0,11275,11275,0
Automotive,374483.0,CHL,3,3,785,15651,16436,0
Automotive,100000.0,AUS,1,1,0,16706,16706,0
Analytics|Content Discovery|Internet of Things|Mobile,7400000.0,USA,2,3,1125,15431,16556,0
Analytics|Big Data|Energy|Services,21750000.0,USA,2,6,455,15642,16097,0
Education,1585972.0,GBR,2,3,308,15170,15478,0
Analytics|Artificial Intelligence|Automotive|Big Data|Business Intelligence,10800000.0,USA,3,13,1429,14822,16251,1
Finance,60000000.0,USA,1,1,0,13519,13519,0
Automotive|Cars|Manufacturing,24000000.0,USA,1,11,0,16611,16611,0
Blogging Platforms|Content|Curated Web|Forums|Web CMS,317300000.0,USA,5,19,3138,13057,16195,0
Automotive|Cars|Consumer Electronics|Developer APIs,5350000.0,USA,2,2,401,16160,16561,0
Analytics,10774916.0,IRL,3,8,1947,10592,12539,0
Public Transportation|Software|Transportation,40000000.0,CHN,1,7,0,13422,13422,1
Network Security|Security,34500000.0,USA,3,24,1575,11500,13075,0
Health Care,136200000.0,USA,5,21,2719,13892,16611,0
Defense|Sensors,105000.0,USA,2,3,24,16118,16142,0
Automotive|Limousines|Public Transportation|Real Time|SEO,10200000.0,USA,2,6,718,15492,16210,0
Lead Management|SaaS|Sales and Marketing|Small and Medium Businesses,23499999.0,USA,5,14,1337,15309,16646,0
Automotive|Cars|E-Commerce|Insurance|Internet|Retail|Services,53615099.0,GBR,7,11,1347,13330,14677,1
Auto|Automotive|Cars|Curated Web,875000.0,USA,2,4,288,15519,15807,0
E-Commerce,50000.0,USA,1,1,0,15431,15431,0
E-Commerce,3600000.0,RUS,2,4,402,15949,16351,0
Software,6000000.0,USA,1,2,0,13319,13319,1
Cars|Price Comparison,1101315.88848378,DNK,3,2,1564,14858,16422,0
Flash Storage|Software,23800000.0,USA,7,10,1604,13514,15118,0
Advertising|Automotive,2500000.0,USA,1,1,0,15966,15966,1
Cloud Computing|Enterprise Software|IT Management|Networking|SaaS,6000000.0,CAN,1,3,0,15840,15840,0
Semiconductors,9000000.0,USA,1,4,0,13277,13277,0
Bio-Pharm,1600000.0,USA,1,2,0,12426,12426,0
Biotechnology|Health Care|Innovation Management|Market Research,43000000.0,USA,1,8,0,12363,12363,1
Finance,198177362.629051,DEU,3,8,953,15776,16729,0
Health Care,78349551.0,USA,5,11,1140,15372,16512,0
Property Management|Real Estate|Real Estate Investors,135000000.0,USA,1,1,0,15875,15875,0
Medical Devices,2600000.0,CHE,1,2,0,16755,16755,0
Sales Automation,19000000.0,USA,2,4,821,15827,16648,0
Electronics|Mobile,17000000.0,USA,2,7,535,14155,14690,1
Messaging|Mobile|Mobile Enterprise,6300000.0,USA,1,10,0,16351,16351,0
Software,12200000.0,USA,1,3,0,13346,13346,0
Semiconductors,28200000.0,CHN,3,7,1263,12965,14228,0
Software,3606836.0,FRA,1,1,0,15043,15043,0
Enterprise Software,20200000.0,USA,3,7,613,11477,12090,1
Internet of Things|Networking|Network Security|Telecommunications,1100000.0,USA,2,5,731,15433,16164,0
Biotechnology,70653885.0,USA,3,6,285,16035,16320,1
Flash Storage,109772047.0,USA,7,16,3257,13514,16771,0
Accounting|Enterprise Application|Software,223625355.0,USA,7,9,1699,14756,16455,0
Health and Wellness,8560000.0,USA,2,3,876,12815,13691,0
Software,27000000.0,USA,2,8,891,11792,12683,1
Internet,1500000.0,USA,1,2,0,16252,16252,0
Certification Test|Licensing|SaaS|Software,10000.0,NZL,1,1,0,14775,14775,0
Cloud Data Services|E-Books|E-Commerce|E-Commerce Platforms|Financial Services|Incentives|Mobile Commerce|Online Education|SaaS|Software|Storage,7500000.0,USA,3,8,2437,13269,15706,1
Biotechnology,30000000.0,USA,1,2,0,15517,15517,1
Education,2300000.0,IND,1,1,0,15924,15924,0
Analytics|Consumers|Groceries|Internet Marketing|Predictive Analytics|Retail,106000.0,FIN,1,2,0,15737,15737,0
Analytics|Big Data|FinTech|Machine Learning|Web Development,1729000000.0,USA,10,27,874,15833,16707,0
Hardware + Software,150000000.0,IND,1,1,0,16055,16055,0
Heavy Industry|Innovation Engineering|Mining Technologies,60000000.0,CAN,2,2,159,15903,16062,0
Health Care,49761910.0,USA,10,4,2632,13453,16085,0
Clean Technology,111900000.0,NLD,3,20,2045,14181,16226,0
Internet,1278215.0,DEU,2,6,372,16113,16485,0
Security,100000000.0,CZE,2,2,1262,14844,16106,0
Games,4200000.0,USA,1,2,0,14692,14692,0
Travel|Video,275000.0,RUS,2,2,304,15461,15765,0
Biotechnology,27517913.0,USA,13,26,1511,15126,16637,0
Software|Unifed Communications|Wireless,100000000.0,USA,1,1,0,12045,12045,0
Apps|Education|Language Learning|Natural Language Processing|Neuroscience|Teachers,550000.0,IND,1,4,0,16182,16182,0
Advertising|Auctions|Internet Marketing|Mobile|Performance Marketing,48000000.0,CHN,1,1,0,16133,16133,0
Chemicals|Services|Specialty Chemicals,2500000.0,USA,1,2,0,12090,12090,0
Software,49000000.0,GBR,1,1,0,16771,16771,0
Software,26500000.0,USA,1,2,0,13811,13811,0
Health Care,143493604.0,USA,8,14,2389,14363,16752,0
Hardware + Software,9500000.0,USA,2,3,1018,13604,14622,0
Audio|Displays|Hardware|Mobile|Video,36730397.0,USA,4,13,651,16017,16668,0
Consulting,21009963.0,GBR,3,8,771,15397,16168,0
Enterprise Software,28000000.0,USA,4,11,2424,13313,15737,1
Enterprise Software|IT Management|PaaS,500000.0,IND,1,2,0,16414,16414,0
Biotechnology,21850000.0,USA,3,7,643,15680,16323,0
E-Commerce|Fashion|Online Shopping,20000000.0,USA,3,2,1496,13679,15175,0
Security,5000000.0,USA,1,1,0,13953,13953,1
E-Commerce|Online Shopping|Retail,50500000.0,ARG,3,8,803,15949,16752,0
Biotechnology,3938578.0,CAN,2,1,526,15454,15980,0
Mobile,9500000.0,DEU,2,6,302,12513,12815,0
Energy|Oil,40000000.0,USA,1,1,0,16331,16331,1
Services|Software|Sustainability|Transportation|Travel & Tourism,440000.0,MEX,3,5,882,15248,16130,1
Software,36349780.0,USA,9,14,2271,14204,16475,0
Private School,75000000.0,USA,1,2,0,15005,15005,0
Biotechnology|Health and Wellness|Health Care|Pharmaceuticals,208949997.0,USA,6,9,2799,12326,15125,1
Archiving|Cloud Computing|Flash Storage|Mobility|Security|Software|Web Development,90000000.0,USA,2,2,2713,13460,16173,0
Analytics|Cloud Computing|Data Mining|Health Care|Medical|Payments|SaaS|Software|Technology,10975000.0,USA,4,26,1308,14909,16217,0
Biotechnology,48000000.0,USA,1,11,0,12635,12635,0
Mobile,6250000.0,USA,2,3,238,15181,15419,1
Web Hosting,72000000.0,USA,4,14,1760,14501,16261,0
Hardware + Software,13940000.0,USA,3,3,1379,13444,14823,0
Biotechnology,5530000.0,IND,1,1,0,13640,13640,0
Biotechnology|Life Sciences|Medical,75000000.0,USA,4,14,773,15913,16686,0
Security|Software,252000000.0,USA,2,3,1403,13032,14435,1
Health Care Information Technology,890000.0,USA,3,6,529,16087,16616,0
Analytics|Cloud Data Services|Computers|Networking|Software,33000000.0,USA,2,5,638,15645,16283,0
Health Care|Innovation Management,6000000.0,USA,2,6,448,15887,16335,0
Enterprise Software|Health Care|Health Care Information Technology|Healthcare Services,33500000.0,USA,4,2,896,15769,16665,0
Apps|Brand Marketing|Creative|Creative Industries|Design|Mobile|Photography|SaaS|Software|Web Development,19044025.0,USA,4,10,2545,13514,16059,1
Curated Web|Hotels|Travel,10000000.0,HKG,1,1,0,16112,16112,0
Android|Mobile,1800000.0,USA,1,6,0,15836,15836,1
Enterprise Software|Information Technology|Services,10000000.0,USA,1,2,0,16688,16688,0
Enterprise Software,1000000.0,USA,1,1,0,14245,14245,1
Biotechnology,69900000.0,USA,4,19,1577,12808,14385,1
Robotics,25000.0,CAN,2,3,93,16202,16295,0
Biotechnology|Medical|Pharmaceuticals,72300000.0,USA,2,9,368,12909,13277,1
Biotechnology,15067850.0,USA,2,4,231,16119,16350,0
Payments|SaaS|Software,225000000.0,USA,1,7,0,16692,16692,0
Biotechnology,70930000.0,USA,14,34,2432,13445,15877,0
Biotechnology|Pharmaceuticals,31500000.0,USA,4,5,1614,13745,15359,1
Content Creators|Film Production|Internet Marketing|Video|Video Processing,350000.0,RUS,1,2,0,15733,15733,0
Software,7200000.0,USA,1,4,0,12878,12878,0
SaaS|Software,2500000.0,USA,1,1,0,15166,15166,1
B2B|Enterprises|Enterprise Software|Finance|Predictive Analytics|Software,23000000.0,USA,2,10,344,16190,16534,0
Biotechnology,11035003.0,USA,2,5,423,16230,16653,0
Advertising|Classifieds,1342000000.0,RUS,5,9,1607,15124,16731,1
Health Care,600000.0,USA,2,1,603,16149,16752,0
Communications Infrastructure|Health and Wellness|Health Care|Health Care Information Technology|Healthcare Services|Health Diagnostics|mHealth|Mobile Emergency&Health|Mobile Health|Telecommunications,5744992.0,USA,2,7,177,16301,16478,0
Pharmaceuticals,3170201.0,ESP,1,1,0,16370,16370,0
Audio|Creative|Messaging|Semiconductors|Wireless,77447377.0,USA,9,44,3177,12570,15747,0
Software,3947600.0,FRA,2,1,718,14879,15597,0
Games|Social Games,1500000.0,KOR,2,2,490,14944,15434,0
Android|iPhone|Mobile|Software,2150000.0,USA,2,5,543,15431,15974,0
Mobile,2161671.0,GBR,2,5,868,15706,16574,0
Semiconductors,40000000.0,USA,1,2,0,16322,16322,0
Enterprise Software,6430000.0,CAN,1,4,0,13171,13171,0
Software,9000000.0,USA,1,4,0,13430,13430,0
Pharmaceuticals,18001241.4649286,DEU,1,4,0,13007,13007,0
Android|Messaging|Mobile|Software|Telecommunications|Telephony|VoIP,500000.0,USA,1,1,0,15765,15765,0
Biotechnology,22200000.0,ISR,4,10,1527,14803,16330,0
Cloud Infrastructure|Cloud Management|Education|Mobile Devices,41250.0,HKG,1,1,0,16071,16071,0
Governments|Legal|Service Providers,1497447.0,SWE,1,1,0,15681,15681,0
Security,100000.0,RUS,2,1,731,15218,15949,0
Auto|Search,360000.0,RUS,6,2,318,15628,15946,0
Leisure|Restaurants|Travel,420727.0,GBR,3,4,483,15922,16405,0
Infrastructure|Mobile|Video|Wireless,14037121.0,CAN,1,3,0,14638,14638,0
Advertising,20000000.0,USA,1,1,0,14258,14258,1
Curated Web,1500000.0,USA,1,3,0,13300,13300,1
Advertising|Software|Technology|Travel,5595076.0,IRL,1,1,0,16378,16378,0
Legal|Marketplaces|Reviews and Recommendations,132000000.0,USA,5,13,3495,13149,16644,0
Clean Energy|Clean Technology|Renewable Energies,19427954.0,FIN,2,4,3911,12418,16329,0
Apps|Cloud Computing|Infrastructure,16691.0,USA,1,1,0,16627,16627,0
Apps|Internet|Mobile,1000000.0,USA,1,1,0,16498,16498,0
Information Technology|Social Media Marketing|Software,21948190.0,USA,4,2,1803,13717,15520,1
Advertising|Graphics|Messaging,197638.0,MEX,3,3,577,15614,16191,0
Software,60000000.0,USA,4,15,838,14657,15495,0
Consumers|Manufacturing,2500000.0,USA,1,11,0,16664,16664,0
Audio|Email|Messaging|Productivity Software|SMS,1600000.0,USA,5,13,1198,14061,15259,0
Energy Management|Impact Investing|Renewable Energies,100000000.0,USA,1,1,0,15965,15965,0
Internet|Music|Nightclubs|Video Streaming,1955250.0,FRA,1,1,0,14182,14182,0
Mobile|Wearables,650000.0,USA,2,2,23,16335,16358,0
Consumer Electronics|Gps|Wearables,480000.0,USA,2,2,0,16486,16486,0
Location Based Services|Maps,40000.0,DEU,1,1,0,15660,15660,0
Consumer Electronics|Photography|Robotics,50000.0,USA,1,3,0,16191,16191,0
Bridging Online and Offline|Social Media|Social Network Media|Video,343000.0,USA,1,4,0,16175,16175,0
Games,3500000.0,USA,1,9,0,15559,15559,1
Maps|Software,59700.0,USA,4,1,397,14729,15126,1
Communities|Knowledge Management|Q&A,40000.0,CHL,1,1,0,16222,16222,0
Software,14450000.0,USA,3,3,1637,14684,16321,0
Hardware + Software,5070000.0,FRA,1,4,0,14200,14200,0
Software,13800000.0,USA,2,6,1291,11897,13188,1
Manufacturing,9915755.0,GBR,1,1,0,14151,14151,0
Enterprise Software,12000000.0,USA,1,1,0,13285,13285,1
Archiving|Business Services|Cloud Computing|Enterprise Software|Flash Storage|Homeland Security|Storage|Virtualization,113500000.0,USA,7,22,2361,14123,16484,0
Enterprise Software|Internet of Things|M2M|Software,26000000.0,USA,4,5,1394,14543,15937,1
Software,3100000.0,FIN,1,2,0,14265,14265,0
Biotechnology,2847766.53738711,CAN,1,1,0,12850,12850,0
Aerospace,15800000.0,JPN,1,9,0,16694,16694,0
Health Care,3694598.0,USA,3,1,1519,14491,16010,0
Software,12200000.0,USA,2,4,1155,13178,14333,0
Digital Media|Software,6000000.0,CAN,1,1,0,13809,13809,0
Biotechnology,1150000.0,USA,2,2,556,14704,15260,0
Web Hosting,17650000.0,ISR,2,4,891,13045,13936,1
Games,1000000.0,CAN,1,1,0,15869,15869,0
Biotechnology,19400000.0,USA,2,6,756,12843,13599,0
Health and Wellness,9800012.0,USA,3,8,663,15967,16630,0
Marketplaces|SaaS|Software|Trusted Networks,19500000.0,USA,3,10,1376,14918,16294,0
Biotechnology,12500000.0,USA,4,2,2442,14266,16708,0
Software,1070000.0,GBR,1,2,0,13781,13781,0
Software,47628901.0,USA,1,2,0,15229,15229,0
Clean Technology,11465645.0,CAN,4,5,562,15594,16156,0
Legal|Outsourcing|Project Management,28000000.0,USA,1,1,0,15742,15742,0
Software,300000.0,USA,1,1,0,15516,15516,0
Semiconductors,29449981.0,USA,2,4,833,13552,14385,1
Financial Services|Investment Management,10000000.0,USA,1,1,0,11078,11078,0
Enterprise Software,6500000.0,SWE,1,1,0,15832,15832,0
Health Care,43873143.0,USA,8,16,4096,12093,16189,0
Biotechnology,4000000.0,USA,2,2,306,15680,15986,1
Health Care,4970000.0,USA,2,7,1173,13242,14415,0
Mobile,3000000.0,ISR,1,3,0,13650,13650,1
Biotechnology,69919779.0,USA,7,4,2811,13864,16675,1
